1,0,0
2,36,0
3,72,0
4,108,0
5,144,0
6,180,0
7,0,36
8,36,36
9,72,36
10,108,36
11,144,36
12,180,36
13,0,72
14,36,72
15,72,72
16,108,72
17,144,72
18,180,72
19,0,108
20,36,108
21,72,108
22,108,108
23,144,108
24,180,108
25,0,144
26,36,144
27,72,144
28,108,144
29,144,144
30,180,144
31,0,180
32,36,180
33,72,180
34,108,180
35,144,180
36,180,180
37,0,216
38,36,216
39,72,216
40,108,216
41,144,216
42,180,216
43,0,252
44,36,252
45,72,252
46,108,252
47,144,252
48,180,252
49,0,288
50,36,288
51,72,288
52,108,288
53,144,288
54,180,288
55,0,324
56,36,324
57,72,324
58,108,324
59,144,324
60,180,324
61,0,360
62,36,360
63,72,360
64,108,360
65,144,360
66,180,360
