1,0,0
2,21,0
3,42,0
4,63,0
5,84,0
6,105,0
7,126,0
8,147,0
9,168,0
10,189,0
11,0,21
12,21,21
13,42,21
14,63,21
15,84,21
16,105,21
17,126,21
18,147,21
19,168,21
20,189,21
21,0,42
22,21,42
23,42,42
24,63,42
25,84,42
26,105,42
27,126,42
28,147,42
29,168,42
30,189,42
31,0,63
32,21,63
33,42,63
34,63,63
35,84,63
36,105,63
37,126,63
38,147,63
39,168,63
40,189,63
41,0,84
42,21,84
43,42,84
44,63,84
45,84,84
46,105,84
47,126,84
48,147,84
49,168,84
50,189,84
51,0,105
52,21,105
53,42,105
54,63,105
55,84,105
56,105,105
57,126,105
58,147,105
59,168,105
60,189,105
61,0,126
62,21,126
63,42,126
64,63,126
65,84,126
66,105,126
67,126,126
68,147,126
69,168,126
70,189,126
71,0,147
72,21,147
73,42,147
74,63,147
75,84,147
76,105,147
77,126,147
78,147,147
79,168,147
80,189,147
81,0,168
82,21,168
83,42,168
84,63,168
85,84,168
86,105,168
87,126,168
88,147,168
89,168,168
90,189,168
91,0,189
92,21,189
93,42,189
94,63,189
95,84,189
96,105,189
97,126,189
98,147,189
99,168,189
100,189,189
101,0,210
102,21,210
103,42,210
104,63,210
105,84,210
106,105,210
107,126,210
108,147,210
109,168,210
110,189,210
111,0,231
112,21,231
113,42,231
114,63,231
115,84,231
116,105,231
117,126,231
118,147,231
119,168,231
120,189,231
121,0,252
122,21,252
123,42,252
124,63,252
125,84,252
126,105,252
127,126,252
128,147,252
129,168,252
130,189,252
131,0,273
132,21,273
133,42,273
134,63,273
135,84,273
136,105,273
137,126,273
138,147,273
139,168,273
140,189,273
141,0,294
142,21,294
143,42,294
144,63,294
145,84,294
146,105,294
147,126,294
148,147,294
149,168,294
150,189,294
151,0,315
152,21,315
153,42,315
154,63,315
155,84,315
156,105,315
157,126,315
158,147,315
159,168,315
160,189,315
161,0,336
162,21,336
163,42,336
164,63,336
165,84,336
166,105,336
167,126,336
168,147,336
169,168,336
170,189,336
171,0,357
172,21,357
173,42,357
174,63,357
175,84,357
176,105,357
177,126,357
178,147,357
179,168,357
180,189,357
