1,0,0
2,23,0
3,46,0
4,69,0
5,92,0
6,115,0
7,138,0
8,161,0
9,184,0
10,0,23
11,23,23
12,46,23
13,69,23
14,92,23
15,115,23
16,138,23
17,161,23
18,184,23
19,0,46
20,23,46
21,46,46
22,69,46
23,92,46
24,115,46
25,138,46
26,161,46
27,184,46
28,0,69
29,23,69
30,46,69
31,69,69
32,92,69
33,115,69
34,138,69
35,161,69
36,184,69
37,0,92
38,23,92
39,46,92
40,69,92
41,92,92
42,115,92
43,138,92
44,161,92
45,184,92
46,0,115
47,23,115
48,46,115
49,69,115
50,92,115
51,115,115
52,138,115
53,161,115
54,184,115
55,0,138
56,23,138
57,46,138
58,69,138
59,92,138
60,115,138
61,138,138
62,161,138
63,184,138
64,0,161
65,23,161
66,46,161
67,69,161
68,92,161
69,115,161
70,138,161
71,161,161
72,184,161
73,0,184
74,23,184
75,46,184
76,69,184
77,92,184
78,115,184
79,138,184
80,161,184
81,184,184
82,0,207
83,23,207
84,46,207
85,69,207
86,92,207
87,115,207
88,138,207
89,161,207
90,184,207
91,0,230
92,23,230
93,46,230
94,69,230
95,92,230
96,115,230
97,138,230
98,161,230
99,184,230
100,0,253
101,23,253
102,46,253
103,69,253
104,92,253
105,115,253
106,138,253
107,161,253
108,184,253
109,0,276
110,23,276
111,46,276
112,69,276
113,92,276
114,115,276
115,138,276
116,161,276
117,184,276
118,0,299
119,23,299
120,46,299
121,69,299
122,92,299
123,115,299
124,138,299
125,161,299
126,184,299
127,0,322
128,23,322
129,46,322
130,69,322
131,92,322
132,115,322
133,138,322
134,161,322
135,184,322
136,0,345
137,23,345
138,46,345
139,69,345
140,92,345
141,115,345
142,138,345
143,161,345
144,184,345
145,0,368
146,23,368
147,46,368
148,69,368
149,92,368
150,115,368
151,138,368
152,161,368
153,184,368
