1,0,0
2,20,0
3,40,0
4,60,0
5,80,0
6,100,0
7,120,0
8,140,0
9,160,0
10,180,0
11,0,20
12,20,20
13,40,20
14,60,20
15,80,20
16,100,20
17,120,20
18,140,20
19,160,20
20,180,20
21,0,40
22,20,40
23,40,40
24,60,40
25,80,40
26,100,40
27,120,40
28,140,40
29,160,40
30,180,40
31,0,60
32,20,60
33,40,60
34,60,60
35,80,60
36,100,60
37,120,60
38,140,60
39,160,60
40,180,60
41,0,80
42,20,80
43,40,80
44,60,80
45,80,80
46,100,80
47,120,80
48,140,80
49,160,80
50,180,80
51,0,100
52,20,100
53,40,100
54,60,100
55,80,100
56,100,100
57,120,100
58,140,100
59,160,100
60,180,100
61,0,120
62,20,120
63,40,120
64,60,120
65,80,120
66,100,120
67,120,120
68,140,120
69,160,120
70,180,120
71,0,140
72,20,140
73,40,140
74,60,140
75,80,140
76,100,140
77,120,140
78,140,140
79,160,140
80,180,140
81,0,160
82,20,160
83,40,160
84,60,160
85,80,160
86,100,160
87,120,160
88,140,160
89,160,160
90,180,160
91,0,180
92,20,180
93,40,180
94,60,180
95,80,180
96,100,180
97,120,180
98,140,180
99,160,180
100,180,180
101,0,200
102,20,200
103,40,200
104,60,200
105,80,200
106,100,200
107,120,200
108,140,200
109,160,200
110,180,200
111,0,220
112,20,220
113,40,220
114,60,220
115,80,220
116,100,220
117,120,220
118,140,220
119,160,220
120,180,220
121,0,240
122,20,240
123,40,240
124,60,240
125,80,240
126,100,240
127,120,240
128,140,240
129,160,240
130,180,240
131,0,260
132,20,260
133,40,260
134,60,260
135,80,260
136,100,260
137,120,260
138,140,260
139,160,260
140,180,260
141,0,280
142,20,280
143,40,280
144,60,280
145,80,280
146,100,280
147,120,280
148,140,280
149,160,280
150,180,280
151,0,300
152,20,300
153,40,300
154,60,300
155,80,300
156,100,300
157,120,300
158,140,300
159,160,300
160,180,300
161,0,320
162,20,320
163,40,320
164,60,320
165,80,320
166,100,320
167,120,320
168,140,320
169,160,320
170,180,320
171,0,340
172,20,340
173,40,340
174,60,340
175,80,340
176,100,340
177,120,340
178,140,340
179,160,340
180,180,340
181,0,360
182,20,360
183,40,360
184,60,360
185,80,360
186,100,360
187,120,360
188,140,360
189,160,360
190,180,360
