1,0,0
2,10,0
3,20,0
4,30,0
5,40,0
6,50,0
7,60,0
8,70,0
9,80,0
10,90,0
11,100,0
12,110,0
13,120,0
14,130,0
15,140,0
16,150,0
17,160,0
18,170,0
19,180,0
20,0,10
21,10,10
22,20,10
23,30,10
24,40,10
25,50,10
26,60,10
27,70,10
28,80,10
29,90,10
30,100,10
31,110,10
32,120,10
33,130,10
34,140,10
35,150,10
36,160,10
37,170,10
38,180,10
39,0,20
40,10,20
41,20,20
42,30,20
43,40,20
44,50,20
45,60,20
46,70,20
47,80,20
48,90,20
49,100,20
50,110,20
51,120,20
52,130,20
53,140,20
54,150,20
55,160,20
56,170,20
57,180,20
58,0,30
59,10,30
60,20,30
61,30,30
62,40,30
63,50,30
64,60,30
65,70,30
66,80,30
67,90,30
68,100,30
69,110,30
70,120,30
71,130,30
72,140,30
73,150,30
74,160,30
75,170,30
76,180,30
77,0,40
78,10,40
79,20,40
80,30,40
81,40,40
82,50,40
83,60,40
84,70,40
85,80,40
86,90,40
87,100,40
88,110,40
89,120,40
90,130,40
91,140,40
92,150,40
93,160,40
94,170,40
95,180,40
96,0,50
97,10,50
98,20,50
99,30,50
100,40,50
101,50,50
102,60,50
103,70,50
104,80,50
105,90,50
106,100,50
107,110,50
108,120,50
109,130,50
110,140,50
111,150,50
112,160,50
113,170,50
114,180,50
115,0,60
116,10,60
117,20,60
118,30,60
119,40,60
120,50,60
121,60,60
122,70,60
123,80,60
124,90,60
125,100,60
126,110,60
127,120,60
128,130,60
129,140,60
130,150,60
131,160,60
132,170,60
133,180,60
134,0,70
135,10,70
136,20,70
137,30,70
138,40,70
139,50,70
140,60,70
141,70,70
142,80,70
143,90,70
144,100,70
145,110,70
146,120,70
147,130,70
148,140,70
149,150,70
150,160,70
151,170,70
152,180,70
153,0,80
154,10,80
155,20,80
156,30,80
157,40,80
158,50,80
159,60,80
160,70,80
161,80,80
162,90,80
163,100,80
164,110,80
165,120,80
166,130,80
167,140,80
168,150,80
169,160,80
170,170,80
171,180,80
172,0,90
173,10,90
174,20,90
175,30,90
176,40,90
177,50,90
178,60,90
179,70,90
180,80,90
181,90,90
182,100,90
183,110,90
184,120,90
185,130,90
186,140,90
187,150,90
188,160,90
189,170,90
190,180,90
191,0,100
192,10,100
193,20,100
194,30,100
195,40,100
196,50,100
197,60,100
198,70,100
199,80,100
200,90,100
201,100,100
202,110,100
203,120,100
204,130,100
205,140,100
206,150,100
207,160,100
208,170,100
209,180,100
210,0,110
211,10,110
212,20,110
213,30,110
214,40,110
215,50,110
216,60,110
217,70,110
218,80,110
219,90,110
220,100,110
221,110,110
222,120,110
223,130,110
224,140,110
225,150,110
226,160,110
227,170,110
228,180,110
229,0,120
230,10,120
231,20,120
232,30,120
233,40,120
234,50,120
235,60,120
236,70,120
237,80,120
238,90,120
239,100,120
240,110,120
241,120,120
242,130,120
243,140,120
244,150,120
245,160,120
246,170,120
247,180,120
248,0,130
249,10,130
250,20,130
251,30,130
252,40,130
253,50,130
254,60,130
255,70,130
256,80,130
257,90,130
258,100,130
259,110,130
260,120,130
261,130,130
262,140,130
263,150,130
264,160,130
265,170,130
266,180,130
267,0,140
268,10,140
269,20,140
270,30,140
271,40,140
272,50,140
273,60,140
274,70,140
275,80,140
276,90,140
277,100,140
278,110,140
279,120,140
280,130,140
281,140,140
282,150,140
283,160,140
284,170,140
285,180,140
286,0,150
287,10,150
288,20,150
289,30,150
290,40,150
291,50,150
292,60,150
293,70,150
294,80,150
295,90,150
296,100,150
297,110,150
298,120,150
299,130,150
300,140,150
301,150,150
302,160,150
303,170,150
304,180,150
305,0,160
306,10,160
307,20,160
308,30,160
309,40,160
310,50,160
311,60,160
312,70,160
313,80,160
314,90,160
315,100,160
316,110,160
317,120,160
318,130,160
319,140,160
320,150,160
321,160,160
322,170,160
323,180,160
324,0,170
325,10,170
326,20,170
327,30,170
328,40,170
329,50,170
330,60,170
331,70,170
332,80,170
333,90,170
334,100,170
335,110,170
336,120,170
337,130,170
338,140,170
339,150,170
340,160,170
341,170,170
342,180,170
343,0,180
344,10,180
345,20,180
346,30,180
347,40,180
348,50,180
349,60,180
350,70,180
351,80,180
352,90,180
353,100,180
354,110,180
355,120,180
356,130,180
357,140,180
358,150,180
359,160,180
360,170,180
361,180,180
362,0,190
363,10,190
364,20,190
365,30,190
366,40,190
367,50,190
368,60,190
369,70,190
370,80,190
371,90,190
372,100,190
373,110,190
374,120,190
375,130,190
376,140,190
377,150,190
378,160,190
379,170,190
380,180,190
381,0,200
382,10,200
383,20,200
384,30,200
385,40,200
386,50,200
387,60,200
388,70,200
389,80,200
390,90,200
391,100,200
392,110,200
393,120,200
394,130,200
395,140,200
396,150,200
397,160,200
398,170,200
399,180,200
400,0,210
401,10,210
402,20,210
403,30,210
404,40,210
405,50,210
406,60,210
407,70,210
408,80,210
409,90,210
410,100,210
411,110,210
412,120,210
413,130,210
414,140,210
415,150,210
416,160,210
417,170,210
418,180,210
419,0,220
420,10,220
421,20,220
422,30,220
423,40,220
424,50,220
425,60,220
426,70,220
427,80,220
428,90,220
429,100,220
430,110,220
431,120,220
432,130,220
433,140,220
434,150,220
435,160,220
436,170,220
437,180,220
438,0,230
439,10,230
440,20,230
441,30,230
442,40,230
443,50,230
444,60,230
445,70,230
446,80,230
447,90,230
448,100,230
449,110,230
450,120,230
451,130,230
452,140,230
453,150,230
454,160,230
455,170,230
456,180,230
457,0,240
458,10,240
459,20,240
460,30,240
461,40,240
462,50,240
463,60,240
464,70,240
465,80,240
466,90,240
467,100,240
468,110,240
469,120,240
470,130,240
471,140,240
472,150,240
473,160,240
474,170,240
475,180,240
476,0,250
477,10,250
478,20,250
479,30,250
480,40,250
481,50,250
482,60,250
483,70,250
484,80,250
485,90,250
486,100,250
487,110,250
488,120,250
489,130,250
490,140,250
491,150,250
492,160,250
493,170,250
494,180,250
495,0,260
496,10,260
497,20,260
498,30,260
499,40,260
500,50,260
501,60,260
502,70,260
503,80,260
504,90,260
505,100,260
506,110,260
507,120,260
508,130,260
509,140,260
510,150,260
511,160,260
512,170,260
513,180,260
514,0,270
515,10,270
516,20,270
517,30,270
518,40,270
519,50,270
520,60,270
521,70,270
522,80,270
523,90,270
524,100,270
525,110,270
526,120,270
527,130,270
528,140,270
529,150,270
530,160,270
531,170,270
532,180,270
533,0,280
534,10,280
535,20,280
536,30,280
537,40,280
538,50,280
539,60,280
540,70,280
541,80,280
542,90,280
543,100,280
544,110,280
545,120,280
546,130,280
547,140,280
548,150,280
549,160,280
550,170,280
551,180,280
552,0,290
